event_id,date,location,lat,lon,deaths,flood_cause,rain_day_minus_0,rain_day_minus_1,rain_day_minus_2,rain_day_minus_3,rain_day_minus_4,rain_day_minus_5,rain_day_minus_6,elevation_m,slope_deg,soil_compname,soil_muname,is_karst,flood_event_id,KSI_fast,KSI_slow,KSI_combined
ctrl_0104,11/07/2021,CEIBA CO.,18.2638,-65.6952,0,None,0.0,0.23,1.295,2.695,34.76,1.575,0.255,94,6.17,Humatas,"Humatas clay, 20 to 40 percent slopes",0,718939,0.054845867505331686,23.437018381960765,9.407714873287507
ctrl_0105,02/20/2022,RIO GRANDE CO.,18.4045,-65.8041,0,None,0.0,0.585,2.785,0.0,1.045,0.0,0.37,1,0.77,Tidal swamp,Tidal swamp,1,718940,0.1301801949985431,3.347136222967108,1.4169626061859693
ctrl_0106,12/08/2016,RIO GRANDE CO.,18.3609,-65.7709,0,None,0.0,1.17,1.81,10.325,3.32,4.155,2.415,27,8.75,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",0,718941,0.1914935877754457,14.034299495016864,5.728615950672013
ctrl_0107,01/03/2021,LUQUILLO CO.,18.3553,-65.7001,0,None,0.0,0.275,0.0,0.15,0.68,2.935,2.595,8,0.58,Coloso,"Coloso silty clay loam, 0 to 2 percent slopes, occasionally flooded",0,718943,0.037217202890068496,3.258167909357577,1.325597485477072
ctrl_0108,03/13/2023,LUQUILLO CO.,18.3717,-65.7634,0,None,0.24,0.0,0.0,0.0,0.0,0.0,0.0,9,1.03,Water,Water,0,718944,0.24,0.24,0.24
ctrl_0109,10/06/2017,PATILLAS CO.,18.0026,-66.0131,0,None,16.78,5.04,0.0,0.0,0.0,2.725,34.465,16,0.26,Parcelas,"Parcelas clay, 5 to 12 percent slopes, eroded",0,718991,17.46208982751253,37.109075763289695,25.320884201823397
ctrl_0110,11/07/2016,PATILLAS CO.,17.9968,-65.9891,0,None,38.365,26.285,14.79,11.91,1.585,0.575,13.84,53,9.49,Parcelas,"Parcelas clay, 5 to 12 percent slopes, eroded",0,719001,42.19317621903874,87.07375879650841,60.14540925002661
ctrl_0111,03/15/2020,NAGUABO CO.,18.2186,-65.7821,0,None,1.02,2.095,1.42,0.55,6.655,1.12,1.95,11,0.82,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0,719011,1.3295356256027062,9.395511247521096,4.555925874370063
ctrl_0112,04/11/2019,CAROLINA CO.,18.4255,-65.9879,0,None,2.045,0.0,0.0,0.35,0.0,0.49,0.0,6,1.29,Urban land,Urban land,1,720511,2.045,2.5128790833187766,2.2321516333275104
ctrl_0113,01/17/2018,SAN LORENZO CO.,18.1893,-65.989,0,None,0.23,0.0,1.61,0.0,0.115,0.26,0.335,225,21.62,Mucara,"Mucara clay, 40 to 60 percent slopes",1,720493,0.25948817861086204,1.7742667606686888,0.8653996114339928
ctrl_0114,03/13/2022,MAYAGUEZ CO.,18.2028,-67.1376,0,None,0.29,1.35,0.29,1.71,1.35,0.385,3.395,14,1.65,Leveled land,"Leveled land, frequently flooded",1,720502,0.47801416764716004,5.18376318274583,2.3603137736866278
ctrl_0115,09/26/2022,MAYAGUEZ CO.,18.1813,-67.1336,0,None,3.505,1.905,4.915,1.315,0.95,11.495,42.89,43,5.82,Mucara,"Mucara clay, 20 to 40 percent slopes",1,720476,3.8528350797038753,34.0716705987414,15.940369287318886
ctrl_0116,04/07/2021,PATILLAS CO.,18.0,-66.0085,0,None,0.65,0.34,0.015,0.0,0.485,0.0,0.0,25,5.31,Patillas,"Patillas clay loam, 20 to 40 percent slopes, eroded",0,720485,0.6962887308837794,1.2298989344849542,0.9097328123242494
ctrl_0117,06/25/2017,MAYAGUEZ CO.,18.204,-67.1506,0,None,0.84,0.17,0.0,0.0,9.98,15.575,13.275,6,1.09,Leveled sandy land,Leveled sandy land,1,720492,0.8630069981502241,19.881416974556025,8.470370988712544
ctrl_0118,09/12/2022,ARROYO CO.,17.9891,-66.061,0,None,0.0,0.0,0.0,0.0,0.815,0.0,1.585,40,2.06,Cobbly alluvial land,Cobbly alluvial land,0,720433,0.0,1.1328762298342896,0.45315049193371587
ctrl_0119,08/28/2018,PATILLAS CO.,18.0139,-66.0265,0,None,0.0,0.0,0.24,0.0,0.5,0.0,0.0,33,1.39,Cobbly alluvial land,Cobbly alluvial land,0,720425,0.004395753333296203,0.46271361134194827,0.18772289653675706
ctrl_0120,06/21/2024,PATILLAS CO.,17.9924,-65.9708,0,None,0.0,1.955,0.2,3.2,2.225,0.33,0.0,106,13.38,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",0,720474,0.2682436065053247,5.3476933058471,2.3000234862420346
ctrl_0121,08/21/2023,PATILLAS CO.,18.0023,-66.0382,0,None,7.465,2.355,0.0,0.465,0.0,0.0,0.0,142,17.19,Rock land,Rock land,0,720472,7.783714592022223,9.809416615663618,8.59399540147878
ctrl_0122,09/21/2023,MAYAGUEZ CO.,18.1594,-67.1444,0,None,8.09,17.44,11.16,0.84,10.53,5.885,3.24,34,3.94,Malaya,"Malaya clay, 20 to 60 percent slopes",1,720414,10.654649869644798,42.344448481917134,23.33056931455373
ctrl_0123,08/25/2015,MAYAGUEZ CO.,18.2018,-67.1413,0,None,4.055,0.28,7.74,4.875,10.185,0.0,0.0,22,0.52,Leveled clayey land,Leveled clayey land,1,720480,4.234656924305053,19.04157953844569,10.157425969961308
ctrl_0124,08/03/2017,AGUADA CO.,18.3768,-67.1937,0,None,0.0,3.835,0.0,0.0,11.44,3.385,0.11,12,0.36,Coloso,"Coloso clay, 0 to 2 percent slopes, occasionally flooded",1,720407,0.5190108112124097,11.488631591935462,4.906859123501631
ctrl_0125,03/27/2024,MAYAGUEZ CO.,18.1804,-67.1496,0,None,0.0,2.68,0.385,0.0,0.0,1.485,0.0,14,4.32,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,720478,0.36975008004628473,3.3395208936065472,1.5576584054703897
ctrl_0126,05/19/2015,CULEBRA CO.,18.3142,-65.2217,0,None,0.995,0.0,0.15,5.475,1.03,0.15,0.0,0,0.0,Water,Water,0,721841,0.9977473458333102,5.329441348545357,2.730424946918129
ctrl_0127,01/18/2024,HUMACAO CO.,18.1975,-65.817,0,None,0.0,0.215,0.0,0.06,0.0,0.0,0.535,201,11.83,Sabana,"Sabana silty clay loam, 40 to 60 percent slopes",1,721848,0.02909708589587173,0.45250456433532066,0.1984600772716513
ctrl_0128,07/23/2018,CEIBA CO.,18.2851,-65.6371,0,None,0.61,0.085,0.0,0.0,0.46,0.0,0.0,7,1.29,Vega Alta,"Vega Alta silty clay loam, 5 to 12 percent slopes",0,721940,0.621503499075112,0.9434549576023347,0.7502840824860011
ctrl_0129,07/09/2019,CANOVANAS CO.,18.401,-65.9279,0,None,0.13,0.0,3.375,0.045,4.835,0.0,0.0,6,1.09,Bajura,"Bajura clay, 0 to 2 percent slopes, frequently flooded",1,721939,0.19181528124947786,5.425962741625504,2.2854742653998885
ctrl_0130,01/08/2018,CAROLINA CO.,18.4321,-65.966,0,None,0.0,1.59,0.0,1.615,0.0,0.0,0.0,5,0.73,Tidal swamp,Tidal swamp,1,721887,0.2151831003462142,2.4304099385154436,1.101273835613906
ctrl_0131,10/06/2015,GURABO CO.,18.294,-66.0114,0,None,0.59,4.055,1.065,20.9,6.62,0.0,0.0,296,4.26,Caguabo,"Caguabo clay loam, 40 to 60 percent slopes",1,721846,1.1582907289409663,22.259023470702594,9.598583825645619
ctrl_0132,05/21/2017,CIALES CO.,18.3676,-66.4666,0,None,5.845,10.59,0.385,2.645,2.19,0.0,0.0,204,15.84,Naranjo,"Naranjo clay, 5 to 20 percent slopes",1,721837,7.285252170447891,18.274344710555045,11.680889186490752
ctrl_0133,05/19/2021,CIDRA CO.,18.1658,-66.102,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451,4.38,Naranjito,"Naranjito silty clay loam, 20 to 40 percent slopes",1,721838,0.0,0.0,0.0
ctrl_0134,11/05/2024,BAYAMON CO.,18.416,-66.1973,0,None,26.07,0.92,5.1,3.655,13.415,110.915,30.495,34,0.36,Almirante,"Almirante clay, 2 to 5 percent slopes",1,721943,26.287918218910228,107.89552832314227,58.93096226060305
ctrl_0135,01/26/2023,AGUAS BUENAS CO.,18.2662,-66.1853,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541,3.93,Humatas,"Humatas clay, 40 to 60 percent slopes",1,721853,0.0,0.0,0.0
ctrl_0136,07/19/2018,CATANO CO.,18.4498,-66.1588,0,None,3.905,0.0,0.0,8.8,0.265,0.0,0.0,2,0.82,Urban land,Urban land-Durados complex,1,721944,3.905,9.787314008605344,6.257925603442137
ctrl_0137,05/27/2017,GUAYNABO CO.,18.4298,-66.1188,0,None,0.19,0.0,0.0,0.0,0.0,0.0,3.29,4,1.15,Urban land,Urban land,1,721845,0.19,1.5861866622771654,0.7484746649108662
ctrl_0138,05/15/2022,COROZAL CO.,18.3566,-66.3306,0,None,0.0,0.01,0.23,7.965,0.375,0.0,0.0,172,7.34,Soller,"Soller clay loam, 40 to 60 percent slopes",1,721840,0.005565949776774988,5.581989945392585,2.236135548023099
ctrl_0139,08/13/2020,FLORIDA CO.,18.3914,-66.5792,0,None,0.0,12.495,0.02,0.14,0.0,0.11,0.0,174,2.43,Vega Alta,"Vega Alta clay, 5 to 12 percent slopes, eroded",1,721844,1.6913806768192503,10.991719953845637,5.411516387629805
ctrl_0140,06/16/2019,BARCELONETA CO.,18.4816,-66.5888,0,None,0.97,10.8,0.0,0.0,0.0,0.0,1.22,13,2.2,Santa Clara,"Santa Clara clay, 2 to 12 percent slopes",1,721948,2.4316210589554172,10.85001618902784,5.798979110984386
ctrl_0141,12/09/2024,FAJARDO CO.,18.2891,-65.6395,0,None,0.21,0.305,0.0,0.28,0.29,0.11,0.0,59,10.49,Naranjito,"Naranjito silty clay loam, 20 to 40 percent slopes",0,721843,0.2512772613871669,0.874418533466016,0.5005337702187065
ctrl_0142,03/25/2022,ARECIBO CO.,18.4819,-66.7687,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,3.3,San German,"San German gravelly clay loam, 5 to 20 percent slopes",1,721954,0.0,0.0,0.0
ctrl_0143,03/01/2020,ADJUNTAS CO.,18.2493,-66.7947,0,None,0.0,0.0,0.0,0.0,0.0,0.0,1.27,479,8.74,Lirios,"Lirios clay loam, 40 to 60 percent slopes",1,721850,0.0,0.5389535140097265,0.2155814056038906
ctrl_0144,08/15/2016,JAYUYA CO.,18.2777,-66.5758,0,None,0.0,3.995,8.145,4.045,9.74,25.585,0.275,478,5.41,Humatas,"Humatas clay, 40 to 60 percent slopes",1,721849,0.6898453352790076,30.36101114999468,12.558311661165277
ctrl_0145,12/27/2017,HATILLO CO.,18.4803,-66.8243,0,None,0.215,0.0,0.0,0.0,0.97,0.26,0.215,8,2.38,Colinas,"Colinas clay loam, 20 to 40 percent slopes",1,721847,0.215,0.9812975716528786,0.5215190286611515
ctrl_0146,08/01/2016,CAMUY CO.,18.479,-66.9067,0,None,9.19,38.66,2.75,22.295,0.0,16.145,39.645,70,5.67,San German,"San German gravelly clay loam, 12 to 20 percent slopes",1,721955,14.472430056871465,84.02180750836362,42.29218103746833
ctrl_0147,10/14/2017,COMERIO CO.,18.2617,-66.2115,0,None,0.0,0.0,0.145,23.265,16.36,25.23,15.745,289,24.78,Caguabo,"Caguabo clay loam, 40 to 60 percent slopes",1,721839,0.0026557676388664557,43.53636888280837,17.416141013706667
ctrl_0148,05/17/2023,BARRANQUITAS CO.,18.2403,-66.3526,0,None,20.6,0.0,5.06,4.215,3.355,0.955,0.0,639,25.26,Maricao,"Maricao clay, 20 to 60 percent slopes",1,721956,20.692677132776996,29.51043231466727,24.219779205533108
ctrl_0149,04/25/2021,DORAD CO.,18.4728,-66.3125,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.32,Urban land,Urban land-Durados complex,1,721842,0.0,0.0,0.0
ctrl_0150,01/23/2021,CAGUAS CO.,18.3041,-66.0662,0,None,0.0,0.32,0.0,11.155,0.475,0.0,0.0,86,1.65,Humatas,"Humatas clay, 20 to 40 percent slopes",1,721942,0.04330729063571607,7.8124447226326685,3.150962263434497
ctrl_0151,12/19/2017,PONCE CO.,18.1531,-66.6623,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821,11.62,Los Guineos,"Los Guineos clay, 20 to 40 percent slopes",1,721503,0.0,0.0,0.0
ctrl_0152,05/25/2023,FAJARDO CO.,18.3599,-65.6649,0,None,1.225,2.43,50.4,40.735,1.615,2.485,2.325,8,1.39,Catano,"Catano loamy sand, 0 to 2 percent slopes",0,721924,2.4769729382571715,70.85753653315537,29.829198376216453
ctrl_0153,07/29/2021,GUAYAMA CO.,18.0976,-66.0903,0,None,0.0,0.0,0.0,18.675,2.925,4.6,0.0,685,11.18,Los Guineos,"Los Guineos clay, 40 to 60 percent slopes",0,721926,0.0,16.069316540227145,6.427726616090858
ctrl_0154,10/28/2019,CIALES CO.,18.3292,-66.582,0,None,2.7,0.265,0.0,6.365,7.67,30.69,12.38,343,14.21,Rock outcrop,"Rock outcrop-Tanama complex, 12 to 60 percent slopes",1,721905,2.7358638500577026,31.68528960170201,14.315634150715427
ctrl_0155,07/25/2021,GURABO CO.,18.3008,-66.0158,0,None,13.375,23.325,1.09,0.0,0.0,0.0,0.0,168,16.24,Mucara,"Mucara clay, 40 to 60 percent slopes",1,721929,16.55165952788271,34.414037261125046,23.696610621179644
ctrl_0156,07/01/2019,HUMACAO CO.,18.1707,-65.7484,0,None,0.0,0.0,0.0,1.29,5.525,0.0,4.11,7,1.5,Aguadilla,Aguadilla loamy sand,0,721935,0.0,5.704596404040197,2.281838561616079
ctrl_0157,01/29/2019,ARROYO CO.,18.022,-66.0948,0,None,0.0,0.0,0.0,0.0,2.03,0.0,0.0,730,15.98,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",0,722507,0.0,1.1463777876757513,0.45855111507030055
ctrl_0158,06/24/2017,COMERIO CO.,18.2753,-66.2127,0,None,0.0,0.0,0.0,0.275,1.755,20.745,0.0,117,6.95,Caguabo,"Caguabo clay loam, 40 to 60 percent slopes",1,721364,0.0,11.32576777245365,4.53030710898146
ctrl_0159,07/27/2016,AGUAS BUENAS CO.,18.2757,-66.1775,0,None,0.0,8.185,0.0,2.195,0.0,0.0,1.545,490,6.92,Humatas,"Humatas clay, 20 to 40 percent slopes",1,722607,1.107719293291675,9.180960387306792,4.337015730897722
ctrl_0160,09/25/2020,CIDRA CO.,18.2079,-66.1665,0,None,2.595,6.86,14.51,0.0,0.0,0.0,4.295,468,3.92,Humatas,"Humatas clay, 20 to 40 percent slopes",1,721906,3.789159963278696,21.268399286991148,10.780855692763677
ctrl_0161,07/21/2020,GUAYNABO CO.,18.4324,-66.1144,0,None,0.99,0.0,0.0,0.0,0.93,0.0,0.0,3,0.93,Urban land,Urban land,1,721928,0.99,1.515187853467216,1.2000751413868864
ctrl_0162,01/15/2016,CATANO CO.,18.4407,-66.1121,0,None,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1,1.15,Water,Water,1,722613,0.0,0.11294362440155187,0.04517744976062075
ctrl_0163,06/30/2023,CEIBA CO.,18.2822,-65.633,0,None,2.86,85.51,4.15,2.3,0.065,0.165,0.085,0,2.32,Water,Water,0,722509,14.508529970950999,81.75722254986185,41.40800700251534
ctrl_0164,07/19/2015,TOA BAJA CO.,18.449,-66.1638,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.265,1,1.32,Durados,Durados sandy loam,1,749456,0.0,0.11245880410439175,0.0449835216417567
ctrl_0165,09/04/2024,UTUADO CO.,18.27,-66.7,0,None,2.035,0.13,3.255,3.065,7.04,4.345,0.62,174,6.94,Lirios,"Lirios clay loam, 40 to 60 percent slopes",1,749737,2.1122109914035896,12.95619868128956,6.4498060673579785
ctrl_0166,04/01/2016,VEGA ALTA CO.,18.42,-66.33,0,None,0.08,0.95,0.0,0.0,0.0,0.63,0.17,53,3.87,San Sebastian,"San Sebastian gravelly clay, 20 to 60 percent slopes",1,749457,0.20856851907478208,1.2840886340486344,0.638776565064323
ctrl_0167,09/25/2016,COAMO CO.,18.0506,-66.4165,0,None,0.0,0.12,0.775,0.59,9.11,6.355,0.765,111,2.38,Llanos,"Llanos clay, 5 to 12 percent slopes, eroded",1,721914,0.030434854127162514,9.651033858964682,3.8786744560621704
ctrl_0168,01/21/2022,COROZAL CO.,18.3468,-66.3396,0,None,0.0,0.0,0.0,0.0,0.0,0.475,12.11,120,6.1,Lares,"Lares clay, 5 to 12 percent slopes, eroded",1,721915,0.0,5.371687449437418,2.148674979774967
ctrl_0169,10/24/2016,CANOVANAS CO.,18.414,-65.9005,0,None,8.41,0.65,2.125,0.3,1.28,35.855,25.245,2,1.65,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,722508,8.536888666742358,39.754439488581,21.023908995477814
ctrl_0170,11/26/2023,HATILLO CO.,18.479,-66.8271,0,None,0.0,0.0,0.0,0.0,0.0,0.0,40.55,11,0.93,Guerrero,"Guerrero sand, 2 to 12 percent slopes",1,721933,0.0,17.20831889220032,6.883327556880129
ctrl_0171,08/26/2022,DORAD CO.,18.4712,-66.3121,0,None,3.67,2.98,0.0,5.09,15.875,0.0,1.125,15,1.81,Urban land,Urban land-Durados complex,1,721923,4.073299144045106,19.01144058234836,10.048555719366409
ctrl_0172,10/03/2019,CAYEY CO.,18.1433,-66.217,0,None,0.0,7.285,0.015,4.49,13.57,6.975,0.0,282,1.73,Water,Water,1,722636,0.9861922729620546,20.329217018445686,8.723402171155508
ctrl_0173,09/15/2021,ISABELA CO.,18.5096,-67.088,0,None,7.61,7.8,23.905,24.095,0.15,0.0,0.0,41,13.6,Limestone outcrop,Limestone outcrop,1,721936,9.10345055688077,48.11684411852808,24.708807981539696
ctrl_0174,09/25/2015,JAYUYA CO.,18.2796,-66.5737,0,None,6.065,0.33,12.755,11.0,32.93,14.045,0.38,511,13.49,Humatas,"Humatas clay, 40 to 60 percent slopes",1,721937,6.343276617493887,48.735034260484596,23.29997967469017
ctrl_0175,05/03/2019,GUAYANILLA CO.,18.127,-66.7921,0,None,0.715,0.0,0.0,0.0,2.42,0.0,8.455,715,16.33,Mucara,"Mucara silty clay, 40 to 60 percent slopes, eroded",1,721927,0.715,5.6696902654573895,2.696876106182956
ctrl_0176,04/20/2019,GUANICA CO.,17.9533,-66.8662,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.82,Manglillo,"Manglillo, Boqueron and Serrano soils, very frequently flooded",1,721931,0.0,0.0,0.0
ctrl_0177,09/13/2021,BAYAMON CO.,18.4165,-66.1964,0,None,12.775,8.68,17.865,1.665,1.12,0.07,1.51,32,1.15,Almirante,"Almirante clay, 2 to 5 percent slopes",1,722612,14.276919147241035,36.116843251200635,23.012888788824874
ctrl_0178,04/08/2020,CAGUAS CO.,18.3034,-66.0659,0,None,0.275,0.0,1.46,0.275,0.0,0.0,0.0,82,0.52,Humatas,"Humatas clay, 20 to 40 percent slopes",1,722510,0.3017408327775519,1.5513025887109575,0.8015655351509142
ctrl_0179,12/14/2020,CAROLINA CO.,18.4585,-65.9779,0,None,0.0,0.9,1.17,0.0,0.335,0.0,0.0,8,1.88,Rock land,Rock land,1,722611,0.14323105241277043,1.8485991135458473,0.8253782768660012
ctrl_0180,11/02/2017,AIBONITO CO.,18.1811,-66.241,0,None,0.0,0.0,0.0,12.085,0.68,0.97,6.6,267,11.35,Mucara,"Mucara clay, 20 to 40 percent slopes",1,722635,0.0,11.532365524466197,4.612946209786479
ctrl_0181,03/23/2021,ADJUNTAS CO.,18.2509,-66.7914,0,None,0.93,0.0,1.35,0.0,0.0,0.0,0.0,498,21.24,Lirios,"Lirios clay loam, 40 to 60 percent slopes",1,722617,0.9547261124997912,1.9444943456516364,1.3506334057605294
ctrl_0182,09/02/2024,ARECIBO CO.,18.481,-66.7708,0,None,15.34,0.0,0.355,2.485,0.86,1.125,3.9,24,2.66,Jobos,"Jobos sandy loam, 2 to 12 percent slopes",1,722620,15.346502051805501,19.91704654707475,17.174719849913203
ctrl_0183,02/24/2015,CAMUY CO.,18.4862,-66.8329,0,None,0.0,0.0,0.535,0.52,1.805,2.995,0.0,7,1.29,Catano,"Catano sand, 0 to 2 percent slopes",1,722633,0.009798866805472786,3.226282142308507,1.2963921770066866
ctrl_0184,08/25/2022,HORMIGUEROS CO.,18.1505,-67.1436,0,None,5.455,0.0,2.1,4.27,15.23,6.11,4.945,11,1.09,Urban land,Urban land,1,721934,5.493462841666342,23.505027351059383,12.698088645423558
ctrl_0185,02/07/2023,BARCELONETA CO.,18.479,-66.5298,0,None,0.61,0.0,0.0,0.0,0.0,0.0,0.0,46,0.73,Caracoles,"Caracoles loam, 20 to 40 percent slopes",1,722614,0.61,0.61,0.61
ctrl_0186,04/21/2016,BARRANQUITAS CO.,18.2425,-66.3519,0,None,0.0,0.0,0.445,16.165,0.0,0.0,0.0,743,18.16,Mucara,"Mucara clay, 40 to 60 percent slopes",1,722615,0.00815045930548671,10.864919760408014,4.350858179746497
ctrl_0187,08/31/2022,AGUADILLA CO.,18.5133,-67.1012,0,None,0.525,4.04,2.175,2.525,0.0,0.175,0.89,9,1.06,Limestone outcrop,Limestone outcrop,1,722625,1.1115910588589122,7.769895070770347,3.7749126636234864
ctrl_0188,12/10/2024,ANASCO CO.,18.3044,-67.2271,0,None,0.415,0.375,1.175,0.28,0.15,0.07,0.57,75,18.36,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",1,722629,0.48727160690799237,2.166336124384487,1.1588974138985901
ctrl_0189,01/15/2021,CABO ROJO CO.,18.1674,-67.1783,0,None,0.0,1.965,0.0,0.0,0.0,0.15,0.3,7,2.08,Tidal swamp,Tidal swamp,1,722630,0.265933831559944,1.9041581756457349,0.9212235691942603
ctrl_0190,06/10/2023,AGUADA CO.,18.4152,-67.1596,0,None,0.175,1.74,0.0,0.0,0.0,0.16,0.225,8,2.43,Catano,"Catano sand, 0 to 2 percent slopes",1,722622,0.4104833928317061,1.8571781013717423,0.9891612762477207
ctrl_0191,01/04/2018,FLORIDA CO.,18.4051,-66.5679,0,None,0.0,0.0,0.0,0.0,1.1,0.0,0.0,145,2.88,Rock outcrop,"Rock outcrop-Tanama complex, 12 to 60 percent slopes",1,721925,0.0,0.6211899342085353,0.24847597368341412
ctrl_0192,08/22/2023,UTUADO CO.,18.2641,-66.6969,0,None,13.405,2.805,3.06,0.0,0.0,2.195,4.245,158,4.92,Pellejas,"Pellejas clay loam, 40 to 60 percent slopes",1,725405,13.840661324478225,21.012119698235797,16.709244673981253
ctrl_0193,03/17/2022,VEGA ALTA CO.,18.4304,-66.3401,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,13.6,Rock outcrop,"Rock outcrop-Tanama complex, 12 to 60 percent slopes",1,725750,0.0,0.0,0.0
ctrl_0194,11/01/2018,MANATI CO.,18.437,-66.5323,0,None,6.265,1.225,0.0,0.0,0.0,0.0,0.0,8,1.06,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,725751,6.43078572196485,7.326925427193972,6.789241604056499
ctrl_0195,04/08/2016,SAN JUAN CO.,18.4505,-66.0763,0,None,0.0,0.26,0.0,0.0,0.0,0.0,0.0,10,1.03,Urban land,Urban land,1,725752,0.035187173641519305,0.22538825393504722,0.11126760575893048
ctrl_0196,04/24/2018,CAGUAS CO.,18.1871,-66.0621,0,None,0.365,9.335,0.0,4.455,0.58,3.505,4.21,147,10.71,Naranjito,"Naranjito silty clay loam, 40 to 60 percent slopes",1,725753,1.6283548690137797,15.189455903280379,7.05279528272042
ctrl_0197,11/23/2019,LUQUILLO CO.,18.3283,-65.6898,0,None,0.0,13.29,5.295,0.0,2.72,1.32,1.48,121,18.03,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",0,725469,1.8955872221304302,18.31017964859172,8.461424192714947
ctrl_0198,10/16/2016,GUAYAMA CO.,17.9861,-66.1343,0,None,2.79,0.51,1.0,0.0,11.61,28.075,1.015,123,12.88,Descalabrado,"Descalabrado and Guayama soils, 20 to 60 percent slopes, eroded",0,725531,2.877336633339407,24.714582948881528,11.612235159556256
ctrl_0199,02/09/2020,CIDRA CO.,18.1658,-66.1647,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452,5.4,Caguabo,"Caguabo clay loam, 40 to 60 percent slopes",1,725534,0.0,0.0,0.0
ctrl_0200,01/21/2015,BAYAMON CO.,18.3988,-66.1382,0,None,0.0,0.0,0.0,2.065,3.33,0.0,0.0,14,1.32,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,728493,0.0,3.225733000087468,1.2902932000349874
ctrl_0201,02/12/2023,CATANO CO.,18.431,-66.1479,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.26,Urban land,Urban land-Sabana Seca complex,1,728497,0.0,0.0,0.0
ctrl_0202,11/03/2024,MOROVIS CO.,18.2949,-66.4154,0,None,0.865,6.375,11.865,33.67,39.255,15.605,3.17,222,18.91,Mucara,"Mucara clay, 40 to 60 percent slopes",1,728499,1.9450774860482372,68.3941471579131,28.524705354794182
ctrl_0203,02/02/2023,GUAYNABO CO.,18.4087,-66.1029,0,None,0.0,0.505,0.0,0.0,0.495,0.0,0.31,14,0.82,Urban land,Urban land,1,728599,0.06834431803448941,0.848864391927537,0.3805523475917085
ctrl_0204,12/21/2017,SAN JUAN CO.,18.3518,-66.0809,0,None,0.0,0.0,0.0,0.79,0.0,0.0,0.0,122,2.32,Naranjito,"Naranjito silty clay loam, 12 to 20 percent slopes, eroded",1,762070,0.0,0.514636855449534,0.2058547421798136
ctrl_0205,08/19/2020,PATILLAS CO.,18.0428,-66.0394,0,None,0.0,0.0,0.0,0.11,0.0,0.37,0.0,131,19.95,Pandura,"Pandura loam, 40 to 60 percent slopes",0,766156,0.0,0.2527887103644888,0.10111548414579552
ctrl_0206,07/25/2023,FAJARDO CO.,18.3328,-65.666,0,None,4.27,0.0,0.0,0.055,0.0,0.0,0.0,47,4.51,Fajardo,"Fajardo clay, 2 to 10 percent slopes, eroded",0,774259,4.27,4.305829148164207,4.284331659265683
ctrl_0207,01/08/2017,FAJARDO CO.,18.3225,-65.652,0,None,0.0,0.38,0.0,0.67,2.655,0.0,1.815,6,0.58,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0,774272,0.051427407629912825,3.0354410992851415,1.2450328842920044
ctrl_0208,09/17/2020,SAN LORENZO CO.,18.1926,-65.9597,0,None,0.535,0.0,0.0,1.96,0.19,0.0,0.0,90,4.23,Cayagua,Cayagua sandy loam,1,776359,0.535,1.9191169959423433,1.0886467983769375
ctrl_0209,03/18/2016,LAS PIEDRAS CO.,18.16,-65.8992,0,None,0.0,0.0,0.0,0.0,1.47,0.34,0.105,158,1.32,Pandura,"Pandura loam, 40 to 60 percent slopes",1,776362,0.0,1.04113895239685,0.41645558095874
ctrl_0210,10/12/2024,LAS PIEDRAS CO.,18.175,-65.8785,0,None,0.0,0.0,1.725,0.375,0.685,0.215,0.0,116,0.93,Candelero,"Candelero loam, 2 to 5 percent slopes",1,776677,0.03159447708306646,2.032671347509074,0.8320252252534696
ctrl_0211,01/12/2022,HUMACAO CO.,18.1151,-65.8608,0,None,0.0,0.0,0.0,0.0,0.335,7.78,0.0,239,10.21,Pandura,"Pandura loam, 40 to 60 percent slopes",1,776678,0.0,3.9978146822256946,1.599125872890278
